country,iso3,dev_level,region,year,asset,return_pct,shock_event
South_Korea,KOR,developed,Asia,2004,real_estate,5.49,
South_Korea,KOR,developed,Asia,2005,real_estate,8.58,
South_Korea,KOR,developed,Asia,2006,real_estate,18.97,
South_Korea,KOR,developed,Asia,2007,real_estate,8.81,
South_Korea,KOR,developed,Asia,2008,real_estate,6.45,Global Financial Crisis
South_Korea,KOR,developed,Asia,2009,real_estate,2.43,GFC trough
South_Korea,KOR,developed,Asia,2010,real_estate,13.71,
South_Korea,KOR,developed,Asia,2011,real_estate,-3.02,Euro debt crisis
South_Korea,KOR,developed,Asia,2012,real_estate,-5.6,
South_Korea,KOR,developed,Asia,2013,real_estate,-0.21,
South_Korea,KOR,developed,Asia,2014,real_estate,5.6,
South_Korea,KOR,developed,Asia,2015,real_estate,1.8,China slowdown
South_Korea,KOR,developed,Asia,2016,real_estate,17.64,
South_Korea,KOR,developed,Asia,2017,real_estate,1.95,
South_Korea,KOR,developed,Asia,2018,real_estate,10.47,
South_Korea,KOR,developed,Asia,2019,real_estate,3.59,
South_Korea,KOR,developed,Asia,2020,real_estate,6.05,COVID-19
South_Korea,KOR,developed,Asia,2021,real_estate,2.8,COVID recovery / stimulus
South_Korea,KOR,developed,Asia,2022,real_estate,23.25,Inflation / rate hike cycle
South_Korea,KOR,developed,Asia,2023,real_estate,-4.19,Rates plateau
South_Korea,KOR,developed,Asia,2024,real_estate,9.09,
China,CHN,emerging,Asia,1985,real_estate,10.55,
China,CHN,emerging,Asia,1986,real_estate,26.09,
China,CHN,emerging,Asia,1987,real_estate,14.38,Black Monday
China,CHN,emerging,Asia,1988,real_estate,13.79,
China,CHN,emerging,Asia,1989,real_estate,8.72,
China,CHN,emerging,Asia,1990,real_estate,-5.06,Gulf War / S&L crisis
China,CHN,emerging,Asia,1991,real_estate,4.48,Recession
China,CHN,emerging,Asia,1992,real_estate,-3.22,
China,CHN,emerging,Asia,1993,real_estate,2.13,
China,CHN,emerging,Asia,1994,real_estate,2.74,
China,CHN,emerging,Asia,1995,real_estate,-6.05,
China,CHN,emerging,Asia,1996,real_estate,-1.83,
China,CHN,emerging,Asia,1997,real_estate,7.19,Asian Financial Crisis
China,CHN,emerging,Asia,1998,real_estate,-4.33,LTCM / Russia default
China,CHN,emerging,Asia,1999,real_estate,14.57,
China,CHN,emerging,Asia,2000,real_estate,13.37,
China,CHN,emerging,Asia,2001,real_estate,-7.94,Dot-com bust / 9-11
China,CHN,emerging,Asia,2002,real_estate,12.25,Corporate scandals
China,CHN,emerging,Asia,2003,real_estate,11.05,
China,CHN,emerging,Asia,2004,real_estate,10.25,
China,CHN,emerging,Asia,2005,real_estate,15.52,
China,CHN,emerging,Asia,2006,real_estate,23.74,
China,CHN,emerging,Asia,2007,real_estate,9.48,
China,CHN,emerging,Asia,2008,real_estate,4.53,Global Financial Crisis
China,CHN,emerging,Asia,2009,real_estate,5.23,GFC trough
China,CHN,emerging,Asia,2010,real_estate,14.9,
China,CHN,emerging,Asia,2011,real_estate,5.72,Euro debt crisis
China,CHN,emerging,Asia,2012,real_estate,4.94,
China,CHN,emerging,Asia,2013,real_estate,3.81,
China,CHN,emerging,Asia,2014,real_estate,9.94,
China,CHN,emerging,Asia,2015,real_estate,8.92,China slowdown
China,CHN,emerging,Asia,2016,real_estate,25.87,
China,CHN,emerging,Asia,2017,real_estate,6.79,
China,CHN,emerging,Asia,2018,real_estate,2.3,
China,CHN,emerging,Asia,2019,real_estate,17.2,
China,CHN,emerging,Asia,2020,real_estate,-8.19,COVID-19
China,CHN,emerging,Asia,2021,real_estate,7.32,COVID recovery / stimulus
China,CHN,emerging,Asia,2022,real_estate,4.9,Inflation / rate hike cycle
China,CHN,emerging,Asia,2023,real_estate,1.35,Rates plateau
China,CHN,emerging,Asia,2024,real_estate,14.26,
India,IND,emerging,Asia,1985,real_estate,6.07,
India,IND,emerging,Asia,1986,real_estate,20.99,
India,IND,emerging,Asia,1987,real_estate,1.16,Black Monday
India,IND,emerging,Asia,1988,real_estate,8.68,
India,IND,emerging,Asia,1989,real_estate,0.82,
India,IND,emerging,Asia,1990,real_estate,5.7,Gulf War / S&L crisis
India,IND,emerging,Asia,1991,real_estate,-8.88,Recession
India,IND,emerging,Asia,1992,real_estate,-7.35,
India,IND,emerging,Asia,1993,real_estate,-0.71,
India,IND,emerging,Asia,1994,real_estate,10.36,
India,IND,emerging,Asia,1995,real_estate,-7.31,
India,IND,emerging,Asia,1996,real_estate,12.17,
India,IND,emerging,Asia,1997,real_estate,18.58,Asian Financial Crisis
India,IND,emerging,Asia,1998,real_estate,18.56,LTCM / Russia default
India,IND,emerging,Asia,1999,real_estate,8.86,
India,IND,emerging,Asia,2000,real_estate,23.79,
India,IND,emerging,Asia,2001,real_estate,14.6,Dot-com bust / 9-11
India,IND,emerging,Asia,2002,real_estate,4.63,Corporate scandals
India,IND,emerging,Asia,2003,real_estate,22.32,
India,IND,emerging,Asia,2004,real_estate,13.77,
India,IND,emerging,Asia,2005,real_estate,31.19,
India,IND,emerging,Asia,2006,real_estate,12.32,
India,IND,emerging,Asia,2007,real_estate,21.55,
India,IND,emerging,Asia,2008,real_estate,16.7,Global Financial Crisis
India,IND,emerging,Asia,2009,real_estate,-5.7,GFC trough
India,IND,emerging,Asia,2010,real_estate,4.5,
India,IND,emerging,Asia,2011,real_estate,10.68,Euro debt crisis
India,IND,emerging,Asia,2012,real_estate,1.75,
India,IND,emerging,Asia,2013,real_estate,13.21,
India,IND,emerging,Asia,2014,real_estate,13.22,
India,IND,emerging,Asia,2015,real_estate,6.94,China slowdown
India,IND,emerging,Asia,2016,real_estate,33.95,
India,IND,emerging,Asia,2017,real_estate,24.0,
India,IND,emerging,Asia,2018,real_estate,20.23,
India,IND,emerging,Asia,2019,real_estate,31.23,
India,IND,emerging,Asia,2020,real_estate,8.29,COVID-19
India,IND,emerging,Asia,2021,real_estate,12.31,COVID recovery / stimulus
India,IND,emerging,Asia,2022,real_estate,20.65,Inflation / rate hike cycle
India,IND,emerging,Asia,2023,real_estate,33.23,Rates plateau
India,IND,emerging,Asia,2024,real_estate,14.37,
Brazil,BRA,emerging,LatAm,1985,real_estate,-13.61,
Brazil,BRA,emerging,LatAm,1986,real_estate,-15.63,
Brazil,BRA,emerging,LatAm,1987,real_estate,6.83,Black Monday
Brazil,BRA,emerging,LatAm,1988,real_estate,-20.5,
Brazil,BRA,emerging,LatAm,1989,real_estate,8.68,
Brazil,BRA,emerging,LatAm,1990,real_estate,-0.81,Gulf War / S&L crisis
Brazil,BRA,emerging,LatAm,1991,real_estate,-16.85,Recession
Brazil,BRA,emerging,LatAm,1992,real_estate,-11.98,
Brazil,BRA,emerging,LatAm,1993,real_estate,-7.75,
Brazil,BRA,emerging,LatAm,1994,real_estate,-23.73,
Brazil,BRA,emerging,LatAm,1995,real_estate,-14.8,
Brazil,BRA,emerging,LatAm,1996,real_estate,-20.67,
Brazil,BRA,emerging,LatAm,1997,real_estate,-26.36,Asian Financial Crisis
Brazil,BRA,emerging,LatAm,1998,real_estate,-16.71,LTCM / Russia default
Brazil,BRA,emerging,LatAm,1999,real_estate,1.32,
Brazil,BRA,emerging,LatAm,2000,real_estate,-14.55,
Brazil,BRA,emerging,LatAm,2001,real_estate,-14.13,Dot-com bust / 9-11
Brazil,BRA,emerging,LatAm,2002,real_estate,-0.15,Corporate scandals
Brazil,BRA,emerging,LatAm,2003,real_estate,-14.07,
Brazil,BRA,emerging,LatAm,2004,real_estate,-0.46,
Brazil,BRA,emerging,LatAm,2005,real_estate,-4.72,
Brazil,BRA,emerging,LatAm,2006,real_estate,-3.92,
Brazil,BRA,emerging,LatAm,2007,real_estate,-16.15,
Brazil,BRA,emerging,LatAm,2008,real_estate,-8.88,Global Financial Crisis
Brazil,BRA,emerging,LatAm,2009,real_estate,-20.28,GFC trough
Brazil,BRA,emerging,LatAm,2010,real_estate,-6.73,
Brazil,BRA,emerging,LatAm,2011,real_estate,-8.42,Euro debt crisis
Brazil,BRA,emerging,LatAm,2012,real_estate,1.03,
Brazil,BRA,emerging,LatAm,2013,real_estate,-1.46,
Brazil,BRA,emerging,LatAm,2014,real_estate,-15.21,
Brazil,BRA,emerging,LatAm,2015,real_estate,4.59,China slowdown
Brazil,BRA,emerging,LatAm,2016,real_estate,2.59,
Brazil,BRA,emerging,LatAm,2017,real_estate,-16.84,
Brazil,BRA,emerging,LatAm,2018,real_estate,1.61,
Brazil,BRA,emerging,LatAm,2019,real_estate,-11.76,
Brazil,BRA,emerging,LatAm,2020,real_estate,-19.4,COVID-19
Brazil,BRA,emerging,LatAm,2021,real_estate,-2.23,COVID recovery / stimulus
Brazil,BRA,emerging,LatAm,2022,real_estate,-21.07,Inflation / rate hike cycle
Brazil,BRA,emerging,LatAm,2023,real_estate,-13.75,Rates plateau
Brazil,BRA,emerging,LatAm,2024,real_estate,-21.16,
Mexico,MEX,emerging,LatAm,1985,real_estate,-6.41,
Mexico,MEX,emerging,LatAm,1986,real_estate,-24.29,
Mexico,MEX,emerging,LatAm,1987,real_estate,-27.7,Black Monday
Mexico,MEX,emerging,LatAm,1988,real_estate,-15.82,
Mexico,MEX,emerging,LatAm,1989,real_estate,-4.83,
Mexico,MEX,emerging,LatAm,1990,real_estate,-14.96,Gulf War / S&L crisis
Mexico,MEX,emerging,LatAm,1991,real_estate,-7.31,Recession
Mexico,MEX,emerging,LatAm,1992,real_estate,-15.83,
Mexico,MEX,emerging,LatAm,1993,real_estate,-4.47,
Mexico,MEX,emerging,LatAm,1994,real_estate,-16.83,
Mexico,MEX,emerging,LatAm,1995,real_estate,-4.5,
Mexico,MEX,emerging,LatAm,1996,real_estate,-15.66,
Mexico,MEX,emerging,LatAm,1997,real_estate,-5.42,Asian Financial Crisis
Mexico,MEX,emerging,LatAm,1998,real_estate,-10.44,LTCM / Russia default
Mexico,MEX,emerging,LatAm,1999,real_estate,-8.3,
Mexico,MEX,emerging,LatAm,2000,real_estate,7.13,
Mexico,MEX,emerging,LatAm,2001,real_estate,-16.37,Dot-com bust / 9-11
Mexico,MEX,emerging,LatAm,2002,real_estate,-9.32,Corporate scandals
Mexico,MEX,emerging,LatAm,2003,real_estate,-2.93,
Mexico,MEX,emerging,LatAm,2004,real_estate,-2.88,
Mexico,MEX,emerging,LatAm,2005,real_estate,-5.01,
Mexico,MEX,emerging,LatAm,2006,real_estate,-1.07,
Mexico,MEX,emerging,LatAm,2007,real_estate,-12.05,
Mexico,MEX,emerging,LatAm,2008,real_estate,-18.19,Global Financial Crisis
Mexico,MEX,emerging,LatAm,2009,real_estate,-30.68,GFC trough
Mexico,MEX,emerging,LatAm,2010,real_estate,1.87,
Mexico,MEX,emerging,LatAm,2011,real_estate,-1.64,Euro debt crisis
Mexico,MEX,emerging,LatAm,2012,real_estate,-11.64,
Mexico,MEX,emerging,LatAm,2013,real_estate,-9.92,
Mexico,MEX,emerging,LatAm,2014,real_estate,-8.21,
Mexico,MEX,emerging,LatAm,2015,real_estate,2.51,China slowdown
Mexico,MEX,emerging,LatAm,2016,real_estate,-9.88,
Mexico,MEX,emerging,LatAm,2017,real_estate,-21.9,
Mexico,MEX,emerging,LatAm,2018,real_estate,-13.82,
Mexico,MEX,emerging,LatAm,2019,real_estate,-16.38,
Mexico,MEX,emerging,LatAm,2020,real_estate,-6.87,COVID-19
Mexico,MEX,emerging,LatAm,2021,real_estate,-11.5,COVID recovery / stimulus
Mexico,MEX,emerging,LatAm,2022,real_estate,-28.62,Inflation / rate hike cycle
Mexico,MEX,emerging,LatAm,2023,real_estate,-11.18,Rates plateau
Mexico,MEX,emerging,LatAm,2024,real_estate,-2.85,
Argentina,ARG,emerging,LatAm,1985,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,1986,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,1987,real_estate,-40.0,Black Monday
Argentina,ARG,emerging,LatAm,1988,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,1989,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,1990,real_estate,-30.93,Gulf War / S&L crisis
Argentina,ARG,emerging,LatAm,1991,real_estate,-40.0,Recession
Argentina,ARG,emerging,LatAm,1992,real_estate,-31.21,
Argentina,ARG,emerging,LatAm,1993,real_estate,-35.99,
Argentina,ARG,emerging,LatAm,1994,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,1995,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,1996,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,1997,real_estate,-40.0,Asian Financial Crisis
Argentina,ARG,emerging,LatAm,1998,real_estate,-40.0,LTCM / Russia default
Argentina,ARG,emerging,LatAm,1999,real_estate,-36.7,
Argentina,ARG,emerging,LatAm,2000,real_estate,-31.57,
Argentina,ARG,emerging,LatAm,2001,real_estate,-40.0,Dot-com bust / 9-11
Argentina,ARG,emerging,LatAm,2002,real_estate,-40.0,Corporate scandals
Argentina,ARG,emerging,LatAm,2003,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2004,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2005,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2006,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2007,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2008,real_estate,-40.0,Global Financial Crisis
Argentina,ARG,emerging,LatAm,2009,real_estate,-40.0,GFC trough
Argentina,ARG,emerging,LatAm,2010,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2011,real_estate,-40.0,Euro debt crisis
Argentina,ARG,emerging,LatAm,2012,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2013,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2014,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2015,real_estate,-40.0,China slowdown
Argentina,ARG,emerging,LatAm,2016,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2017,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2018,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2019,real_estate,-40.0,
Argentina,ARG,emerging,LatAm,2020,real_estate,-40.0,COVID-19
Argentina,ARG,emerging,LatAm,2021,real_estate,-40.0,COVID recovery / stimulus
Argentina,ARG,emerging,LatAm,2022,real_estate,-40.0,Inflation / rate hike cycle
Argentina,ARG,emerging,LatAm,2023,real_estate,-40.0,Rates plateau
Argentina,ARG,emerging,LatAm,2024,real_estate,-40.0,
Chile,CHL,emerging,LatAm,1985,real_estate,4.01,
Chile,CHL,emerging,LatAm,1986,real_estate,21.06,
Chile,CHL,emerging,LatAm,1987,real_estate,6.86,Black Monday
Chile,CHL,emerging,LatAm,1988,real_estate,15.49,
Chile,CHL,emerging,LatAm,1989,real_estate,0.58,
Chile,CHL,emerging,LatAm,1990,real_estate,4.96,Gulf War / S&L crisis
Chile,CHL,emerging,LatAm,1991,real_estate,15.17,Recession
Chile,CHL,emerging,LatAm,1992,real_estate,-5.46,
Chile,CHL,emerging,LatAm,1993,real_estate,-4.13,
Chile,CHL,emerging,LatAm,1994,real_estate,-17.91,
Chile,CHL,emerging,LatAm,1995,real_estate,-2.76,
Chile,CHL,emerging,LatAm,1996,real_estate,3.44,
Chile,CHL,emerging,LatAm,1997,real_estate,-8.52,Asian Financial Crisis
Chile,CHL,emerging,LatAm,1998,real_estate,-33.37,LTCM / Russia default
Chile,CHL,emerging,LatAm,1999,real_estate,-13.72,
Chile,CHL,emerging,LatAm,2000,real_estate,2.72,
Chile,CHL,emerging,LatAm,2001,real_estate,-24.33,Dot-com bust / 9-11
Chile,CHL,emerging,LatAm,2002,real_estate,-16.68,Corporate scandals
Chile,CHL,emerging,LatAm,2003,real_estate,-2.57,
Chile,CHL,emerging,LatAm,2004,real_estate,5.06,
Chile,CHL,emerging,LatAm,2005,real_estate,-2.7,
Chile,CHL,emerging,LatAm,2006,real_estate,-6.35,
Chile,CHL,emerging,LatAm,2007,real_estate,2.37,
Chile,CHL,emerging,LatAm,2008,real_estate,-1.24,Global Financial Crisis
Chile,CHL,emerging,LatAm,2009,real_estate,-0.2,GFC trough
Chile,CHL,emerging,LatAm,2010,real_estate,12.33,
Chile,CHL,emerging,LatAm,2011,real_estate,11.13,Euro debt crisis
Chile,CHL,emerging,LatAm,2012,real_estate,3.09,
Chile,CHL,emerging,LatAm,2013,real_estate,5.17,
Chile,CHL,emerging,LatAm,2014,real_estate,23.27,
Chile,CHL,emerging,LatAm,2015,real_estate,5.88,China slowdown
Chile,CHL,emerging,LatAm,2016,real_estate,8.87,
Chile,CHL,emerging,LatAm,2017,real_estate,7.28,
Chile,CHL,emerging,LatAm,2018,real_estate,10.7,
Chile,CHL,emerging,LatAm,2019,real_estate,-5.0,
Chile,CHL,emerging,LatAm,2020,real_estate,-8.65,COVID-19
Chile,CHL,emerging,LatAm,2021,real_estate,6.01,COVID recovery / stimulus
Chile,CHL,emerging,LatAm,2022,real_estate,-1.14,Inflation / rate hike cycle
Chile,CHL,emerging,LatAm,2023,real_estate,-11.94,Rates plateau
Chile,CHL,emerging,LatAm,2024,real_estate,-12.56,
Colombia,COL,emerging,LatAm,1985,real_estate,4.58,
Colombia,COL,emerging,LatAm,1986,real_estate,16.65,
Colombia,COL,emerging,LatAm,1987,real_estate,4.91,Black Monday
Colombia,COL,emerging,LatAm,1988,real_estate,12.46,
Colombia,COL,emerging,LatAm,1989,real_estate,11.46,
Colombia,COL,emerging,LatAm,1990,real_estate,4.47,Gulf War / S&L crisis
Colombia,COL,emerging,LatAm,1991,real_estate,1.71,Recession
Colombia,COL,emerging,LatAm,1992,real_estate,18.73,
Colombia,COL,emerging,LatAm,1993,real_estate,0.59,
Colombia,COL,emerging,LatAm,1994,real_estate,6.41,
Colombia,COL,emerging,LatAm,1995,real_estate,5.24,
Colombia,COL,emerging,LatAm,1996,real_estate,-1.55,
Colombia,COL,emerging,LatAm,1997,real_estate,-2.94,Asian Financial Crisis
Colombia,COL,emerging,LatAm,1998,real_estate,9.14,LTCM / Russia default
Colombia,COL,emerging,LatAm,1999,real_estate,2.65,
Colombia,COL,emerging,LatAm,2000,real_estate,12.46,
Colombia,COL,emerging,LatAm,2001,real_estate,-0.8,Dot-com bust / 9-11
Colombia,COL,emerging,LatAm,2002,real_estate,10.83,Corporate scandals
Colombia,COL,emerging,LatAm,2003,real_estate,16.1,
Colombia,COL,emerging,LatAm,2004,real_estate,-15.62,
Colombia,COL,emerging,LatAm,2005,real_estate,-7.65,
Colombia,COL,emerging,LatAm,2006,real_estate,4.2,
Colombia,COL,emerging,LatAm,2007,real_estate,-18.02,
Colombia,COL,emerging,LatAm,2008,real_estate,-7.08,Global Financial Crisis
Colombia,COL,emerging,LatAm,2009,real_estate,-11.74,GFC trough
Colombia,COL,emerging,LatAm,2010,real_estate,-11.41,
Colombia,COL,emerging,LatAm,2011,real_estate,-14.34,Euro debt crisis
Colombia,COL,emerging,LatAm,2012,real_estate,-12.08,
Colombia,COL,emerging,LatAm,2013,real_estate,-17.65,
Colombia,COL,emerging,LatAm,2014,real_estate,6.2,
Colombia,COL,emerging,LatAm,2015,real_estate,-5.94,China slowdown
Colombia,COL,emerging,LatAm,2016,real_estate,4.36,
Colombia,COL,emerging,LatAm,2017,real_estate,0.52,
Colombia,COL,emerging,LatAm,2018,real_estate,13.86,
Colombia,COL,emerging,LatAm,2019,real_estate,8.04,
Colombia,COL,emerging,LatAm,2020,real_estate,-15.78,COVID-19
Colombia,COL,emerging,LatAm,2021,real_estate,-1.14,COVID recovery / stimulus
Colombia,COL,emerging,LatAm,2022,real_estate,-18.14,Inflation / rate hike cycle
Colombia,COL,emerging,LatAm,2023,real_estate,-11.95,Rates plateau
Colombia,COL,emerging,LatAm,2024,real_estate,-14.9,
Russia,RUS,emerging,EasternEurope,1985,real_estate,-1.94,
Russia,RUS,emerging,EasternEurope,1986,real_estate,-0.25,
Russia,RUS,emerging,EasternEurope,1987,real_estate,8.68,Black Monday
Russia,RUS,emerging,EasternEurope,1988,real_estate,-16.28,
Russia,RUS,emerging,EasternEurope,1989,real_estate,-17.97,
Russia,RUS,emerging,EasternEurope,1990,real_estate,-5.87,Gulf War / S&L crisis
Russia,RUS,emerging,EasternEurope,1991,real_estate,-2.21,Recession
Russia,RUS,emerging,EasternEurope,1992,real_estate,-12.6,
Russia,RUS,emerging,EasternEurope,1993,real_estate,-8.24,
Russia,RUS,emerging,EasternEurope,1994,real_estate,-5.61,
Russia,RUS,emerging,EasternEurope,1995,real_estate,-4.7,
Russia,RUS,emerging,EasternEurope,1996,real_estate,-9.09,
Russia,RUS,emerging,EasternEurope,1997,real_estate,-32.11,Asian Financial Crisis
Russia,RUS,emerging,EasternEurope,1998,real_estate,-23.65,LTCM / Russia default
Russia,RUS,emerging,EasternEurope,1999,real_estate,-20.79,
Russia,RUS,emerging,EasternEurope,2000,real_estate,-11.94,
Russia,RUS,emerging,EasternEurope,2001,real_estate,-10.0,Dot-com bust / 9-11
Russia,RUS,emerging,EasternEurope,2002,real_estate,-20.37,Corporate scandals
Russia,RUS,emerging,EasternEurope,2003,real_estate,-23.34,
Russia,RUS,emerging,EasternEurope,2004,real_estate,-20.1,
Russia,RUS,emerging,EasternEurope,2005,real_estate,-25.36,
Russia,RUS,emerging,EasternEurope,2006,real_estate,-3.79,
Russia,RUS,emerging,EasternEurope,2007,real_estate,-17.53,
Russia,RUS,emerging,EasternEurope,2008,real_estate,-25.38,Global Financial Crisis
Russia,RUS,emerging,EasternEurope,2009,real_estate,-14.41,GFC trough
Russia,RUS,emerging,EasternEurope,2010,real_estate,-14.26,
Russia,RUS,emerging,EasternEurope,2011,real_estate,-7.11,Euro debt crisis
Russia,RUS,emerging,EasternEurope,2012,real_estate,-6.69,
Russia,RUS,emerging,EasternEurope,2013,real_estate,-2.26,
Russia,RUS,emerging,EasternEurope,2014,real_estate,-5.79,
Russia,RUS,emerging,EasternEurope,2015,real_estate,-3.96,China slowdown
Russia,RUS,emerging,EasternEurope,2016,real_estate,-8.92,
Russia,RUS,emerging,EasternEurope,2017,real_estate,-2.07,
Russia,RUS,emerging,EasternEurope,2018,real_estate,-5.11,
Russia,RUS,emerging,EasternEurope,2019,real_estate,-6.85,
Russia,RUS,emerging,EasternEurope,2020,real_estate,-15.27,COVID-19
Russia,RUS,emerging,EasternEurope,2021,real_estate,-10.79,COVID recovery / stimulus
Russia,RUS,emerging,EasternEurope,2022,real_estate,-1.8,Inflation / rate hike cycle
Russia,RUS,emerging,EasternEurope,2023,real_estate,-12.19,Rates plateau
Russia,RUS,emerging,EasternEurope,2024,real_estate,-2.45,
Poland,POL,emerging,EasternEurope,1985,real_estate,-3.6,
Poland,POL,emerging,EasternEurope,1986,real_estate,15.54,
Poland,POL,emerging,EasternEurope,1987,real_estate,4.09,Black Monday
Poland,POL,emerging,EasternEurope,1988,real_estate,10.95,
Poland,POL,emerging,EasternEurope,1989,real_estate,10.53,
Poland,POL,emerging,EasternEurope,1990,real_estate,1.29,Gulf War / S&L crisis
Poland,POL,emerging,EasternEurope,1991,real_estate,-7.89,Recession
Poland,POL,emerging,EasternEurope,1992,real_estate,15.29,
Poland,POL,emerging,EasternEurope,1993,real_estate,2.31,
Poland,POL,emerging,EasternEurope,1994,real_estate,11.8,
Poland,POL,emerging,EasternEurope,1995,real_estate,-2.02,
Poland,POL,emerging,EasternEurope,1996,real_estate,21.48,
Poland,POL,emerging,EasternEurope,1997,real_estate,8.57,Asian Financial Crisis
Poland,POL,emerging,EasternEurope,1998,real_estate,12.85,LTCM / Russia default
Poland,POL,emerging,EasternEurope,1999,real_estate,3.54,
Poland,POL,emerging,EasternEurope,2000,real_estate,16.44,
Poland,POL,emerging,EasternEurope,2001,real_estate,6.04,Dot-com bust / 9-11
Poland,POL,emerging,EasternEurope,2002,real_estate,12.59,Corporate scandals
Poland,POL,emerging,EasternEurope,2003,real_estate,2.89,
Poland,POL,emerging,EasternEurope,2004,real_estate,6.77,
Poland,POL,emerging,EasternEurope,2005,real_estate,8.79,
Poland,POL,emerging,EasternEurope,2006,real_estate,2.07,
Poland,POL,emerging,EasternEurope,2007,real_estate,17.59,
Poland,POL,emerging,EasternEurope,2008,real_estate,-14.66,Global Financial Crisis
Poland,POL,emerging,EasternEurope,2009,real_estate,-23.03,GFC trough
Poland,POL,emerging,EasternEurope,2010,real_estate,-10.08,
Poland,POL,emerging,EasternEurope,2011,real_estate,2.93,Euro debt crisis
Poland,POL,emerging,EasternEurope,2012,real_estate,6.3,
Poland,POL,emerging,EasternEurope,2013,real_estate,25.56,
Poland,POL,emerging,EasternEurope,2014,real_estate,13.62,
Poland,POL,emerging,EasternEurope,2015,real_estate,13.88,China slowdown
Poland,POL,emerging,EasternEurope,2016,real_estate,12.74,
Poland,POL,emerging,EasternEurope,2017,real_estate,5.45,
Poland,POL,emerging,EasternEurope,2018,real_estate,5.88,
Poland,POL,emerging,EasternEurope,2019,real_estate,12.55,
Poland,POL,emerging,EasternEurope,2020,real_estate,-16.72,COVID-19
Poland,POL,emerging,EasternEurope,2021,real_estate,-5.87,COVID recovery / stimulus
Poland,POL,emerging,EasternEurope,2022,real_estate,4.46,Inflation / rate hike cycle
Poland,POL,emerging,EasternEurope,2023,real_estate,9.96,Rates plateau
Poland,POL,emerging,EasternEurope,2024,real_estate,1.86,
Turkey,TUR,emerging,EasternEurope,1985,real_estate,-22.45,
Turkey,TUR,emerging,EasternEurope,1986,real_estate,-6.45,
Turkey,TUR,emerging,EasternEurope,1987,real_estate,-20.95,Black Monday
Turkey,TUR,emerging,EasternEurope,1988,real_estate,-15.88,
Turkey,TUR,emerging,EasternEurope,1989,real_estate,-26.14,
Turkey,TUR,emerging,EasternEurope,1990,real_estate,-20.23,Gulf War / S&L crisis
Turkey,TUR,emerging,EasternEurope,1991,real_estate,-23.15,Recession
Turkey,TUR,emerging,EasternEurope,1992,real_estate,-40.0,
Turkey,TUR,emerging,EasternEurope,1993,real_estate,-27.23,
Turkey,TUR,emerging,EasternEurope,1994,real_estate,-17.0,
Turkey,TUR,emerging,EasternEurope,1995,real_estate,-17.46,
Turkey,TUR,emerging,EasternEurope,1996,real_estate,-20.77,
Turkey,TUR,emerging,EasternEurope,1997,real_estate,-32.11,Asian Financial Crisis
Turkey,TUR,emerging,EasternEurope,1998,real_estate,-38.5,LTCM / Russia default
Turkey,TUR,emerging,EasternEurope,1999,real_estate,-15.47,
Turkey,TUR,emerging,EasternEurope,2000,real_estate,-9.67,
Turkey,TUR,emerging,EasternEurope,2001,real_estate,-18.1,Dot-com bust / 9-11
Turkey,TUR,emerging,EasternEurope,2002,real_estate,-27.03,Corporate scandals
Turkey,TUR,emerging,EasternEurope,2003,real_estate,-19.93,
Turkey,TUR,emerging,EasternEurope,2004,real_estate,-24.28,
Turkey,TUR,emerging,EasternEurope,2005,real_estate,-13.59,
Turkey,TUR,emerging,EasternEurope,2006,real_estate,-4.39,
Turkey,TUR,emerging,EasternEurope,2007,real_estate,-11.52,
Turkey,TUR,emerging,EasternEurope,2008,real_estate,-26.36,Global Financial Crisis
Turkey,TUR,emerging,EasternEurope,2009,real_estate,-29.83,GFC trough
Turkey,TUR,emerging,EasternEurope,2010,real_estate,-5.01,
Turkey,TUR,emerging,EasternEurope,2011,real_estate,-30.38,Euro debt crisis
Turkey,TUR,emerging,EasternEurope,2012,real_estate,-10.77,
Turkey,TUR,emerging,EasternEurope,2013,real_estate,-9.11,
Turkey,TUR,emerging,EasternEurope,2014,real_estate,-9.6,
Turkey,TUR,emerging,EasternEurope,2015,real_estate,-32.43,China slowdown
Turkey,TUR,emerging,EasternEurope,2016,real_estate,-21.77,
Turkey,TUR,emerging,EasternEurope,2017,real_estate,-17.28,
